DATA,PRODUTO,PRAÇA,TIPO,UNIDADE,PREÇO 
03/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.100,00"
04/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 980,00"
04/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 880,00"
04/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 790,00"
04/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.020,00"
04/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 790,00"
04/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.100,00"
05/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.100,00"
05/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.000,00"
05/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 910,00"
05/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 730,00"
05/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.020,00"
05/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 790,00"
06/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.100,00"
06/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.000,00"
06/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 910,00"
06/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 730,00"
06/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.020,00"
06/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 790,00"
09/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 790,00"
09/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.100,00"
09/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.000,00"
09/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 910,00"
09/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 730,00"
09/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.020,00"
10/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 780,00"
10/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.050,00"
10/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.060,00"
10/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 930,00"
10/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 750,00"
10/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 980,00"
11/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 980,00"
11/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 780,00"
11/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.050,00"
11/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.075,00"
11/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 945,00"
11/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 770,00"
12/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 770,00"
12/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 980,00"
12/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 780,00"
12/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.050,00"
12/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.075,00"
12/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 945,00"
13/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
13/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 800,00"
13/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 980,00"
13/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 780,00"
13/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.050,00"
13/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.130,00"
16/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
16/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 800,00"
16/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 980,00"
16/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 780,00"
16/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.050,00"
16/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
17/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
17/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
17/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 800,00"
17/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 980,00"
17/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 780,00"
17/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.050,00"
18/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.110,00"
18/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 980,00"
18/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 820,00"
18/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 980,00"
18/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 780,00"
18/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.050,00"
19/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
19/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
19/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 990,00"
19/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 850,00"
19/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
19/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
20/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
20/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
20/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 990,00"
20/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 850,00"
20/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
20/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
23/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
23/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
23/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 990,00"
23/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 850,00"
23/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
23/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
24/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
24/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
24/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
24/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 990,00"
24/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 870,00"
24/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
25/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
25/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
25/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
25/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 990,00"
25/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 870,00"
25/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
26/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
26/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
26/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
26/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
26/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 990,00"
26/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 870,00"
27/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 870,00"
27/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
27/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
27/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
27/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.120,00"
27/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 990,00"
30/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
30/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 915,00"
30/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
30/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
30/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
30/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.160,00"
31/08/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
31/08/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 915,00"
31/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
31/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
31/08/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
31/08/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.160,00"
01/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.160,00"
01/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
01/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 915,00"
01/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
01/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
01/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
02/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.160,00"
02/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
02/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 915,00"
02/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 990,00"
02/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 770,00"
02/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.040,00"
03/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
03/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.140,00"
03/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
03/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 930,00"
03/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
03/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
06/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
06/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.140,00"
06/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
06/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 930,00"
06/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
06/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
08/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
08/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.140,00"
08/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
08/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 930,00"
08/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
08/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
09/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
09/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
09/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.140,00"
09/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
09/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 940,00"
09/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
10/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
10/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
10/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.140,00"
10/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
10/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 940,00"
10/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
13/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
13/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
13/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
13/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.140,00"
13/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
13/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 940,00"
14/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 980,00"
14/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 920,00"
14/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
14/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
14/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
14/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.080,00"
15/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 990,00"
15/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 920,00"
15/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
15/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
15/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
15/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.100,00"
16/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
16/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 930,00"
16/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
16/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
16/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
16/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.115,00"
17/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.115,00"
17/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
17/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 930,00"
17/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
17/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
17/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
20/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.115,00"
20/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
20/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 930,00"
20/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
20/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
20/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
21/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
21/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.100,00"
21/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
21/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 920,00"
21/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
21/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
22/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
22/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.100,00"
22/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
22/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 920,00"
22/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
22/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
23/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
23/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
23/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.100,00"
23/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
23/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 920,00"
23/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
24/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
24/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
24/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.100,00"
24/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.000,00"
24/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 920,00"
24/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
27/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
27/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
27/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
27/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.110,00"
27/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
27/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 940,00"
28/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 940,00"
28/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
28/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
28/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
28/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.110,00"
28/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
29/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
29/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 940,00"
29/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.050,00"
29/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 890,00"
29/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.130,00"
29/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.110,00"
30/09/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.010,00"
30/09/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 940,00"
30/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.150,00"
30/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 900,00"
30/09/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.220,00"
30/09/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.110,00"
01/10/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.200,00"
01/10/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.100,00"
01/10/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 1.030,00"
01/10/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.150,00"
01/10/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Rio,sc 60 kg,"R$ 900,00"
01/10/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Despolpado,sc 60 kg,"R$ 1.220,00"
04/10/2021,Café Arábica,VITORIA DA CONQUISTA,Despolpado,sc 60 kg,"R$ 1.200,00"
04/10/2021,Café Arábica,VITORIA DA CONQUISTA,Duro,sc 60 kg,"R$ 1.100,00"
04/10/2021,Café Arábica,VITORIA DA CONQUISTA,Rio,sc 60 kg,"R$ 1.030,00"
04/10/2021,Café Arábica,LUIS EDUARDO MAGALHAES,Duro,sc 60 kg,"R$ 1.150,00"
