DATA,PRODUTO,PRAÇA,TIPO,UNIDADE,PREÇO 
29/09/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 320,00"
29/09/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
29/09/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 240,00"
30/09/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 265,00"
30/09/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
30/09/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 320,00"
30/09/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
30/09/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 240,00"
01/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 265,00"
01/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
01/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 320,00"
01/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
01/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 240,00"
04/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
04/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 240,00"
04/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 265,00"
04/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
04/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 320,00"
05/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 320,00"
05/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
05/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 245,00"
05/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 250,00"
05/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 270,00"
06/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 320,00"
06/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
06/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 245,00"
06/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 250,00"
06/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 270,00"
07/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 320,00"
07/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
07/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 245,00"
07/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 250,00"
07/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 270,00"
08/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 270,00"
08/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 320,00"
08/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
08/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 245,00"
08/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 250,00"
13/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 250,00"
13/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 210,00"
13/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
13/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 245,00"
13/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 250,00"
14/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
14/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 250,00"
14/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 210,00"
14/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
14/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 245,00"
15/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
15/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 250,00"
15/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 210,00"
15/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
15/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 245,00"
18/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
18/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 250,00"
18/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 210,00"
18/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
18/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 245,00"
19/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
19/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 250,00"
19/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 210,00"
19/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
19/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
20/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
20/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
20/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 250,00"
20/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 210,00"
20/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
21/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
21/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
21/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
21/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 250,00"
21/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 210,00"
22/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 210,00"
22/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
22/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
22/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
22/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 250,00"
25/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
25/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
25/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
25/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
25/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
26/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
26/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
26/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
26/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
26/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
27/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
27/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
27/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
27/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
27/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
28/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
28/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
28/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
28/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
28/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
29/10/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
29/10/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
29/10/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
29/10/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
29/10/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
03/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
03/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
03/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
03/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
03/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
04/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
04/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
04/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
04/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
04/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
05/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
05/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
05/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
05/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
05/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
08/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
08/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
08/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
08/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
08/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
09/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
09/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 250,00"
09/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
09/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
09/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
10/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
10/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
10/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
10/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
10/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
11/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
11/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
11/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
11/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
11/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
12/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 230,00"
12/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
12/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 290,00"
12/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
12/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,"R$ 260,00"
16/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
16/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
16/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
16/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 300,00"
16/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
17/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
17/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
17/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
17/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 300,00"
17/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
18/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
18/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
18/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
18/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
18/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 300,00"
19/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 245,00"
19/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
19/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
19/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
19/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 300,00"
20/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
20/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
20/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
20/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
20/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
22/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
22/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
22/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
22/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
22/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 300,00"
23/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
23/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 300,00"
23/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
23/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
23/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
24/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
24/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
24/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
24/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
24/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
25/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
25/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
25/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
25/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
25/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
26/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
26/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
26/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
26/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
26/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
29/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
29/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
29/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
29/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
29/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
30/11/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
30/11/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
30/11/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
30/11/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
30/11/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
01/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
01/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
01/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
01/12/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
01/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
02/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
02/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
02/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
02/12/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
02/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
03/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
03/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
03/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
03/12/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
03/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
06/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
06/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
06/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
06/12/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
06/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
07/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
07/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 247,50"
07/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
07/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
07/12/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
09/12/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 300,00"
09/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
09/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 232,50"
09/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
09/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
10/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
10/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
10/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
10/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 235,00"
10/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
13/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
13/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
13/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
13/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 235,00"
13/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
14/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
14/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
14/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
14/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 235,00"
14/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
15/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
15/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
15/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
15/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
15/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 235,00"
16/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
16/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
16/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
16/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
16/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 235,00"
17/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 235,00"
17/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
17/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
17/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
17/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
20/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 235,00"
20/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
20/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 220,00"
20/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
20/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
21/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 242,50"
21/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
21/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 250,00"
21/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
21/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
22/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 242,50"
22/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
22/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 250,00"
22/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
22/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
23/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
23/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 242,50"
23/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
23/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 250,00"
23/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
27/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 250,00"
27/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
27/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
27/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 242,50"
27/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
28/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 250,00"
28/12/2021,Feijão,IRECE,Carioca,sc 60 kg,sem cotação
28/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
28/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 242,50"
28/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
29/12/2021,Feijão,RIBEIRA DO POMBAL,Carioca,sc 60 kg,"R$ 250,00"
29/12/2021,Feijão,IRECE,Carioca,sc 60 kg,"R$ 280,00"
29/12/2021,Feijão,TUCANO,Carioca,sc 60 kg,"R$ 280,00"
29/12/2021,Feijão,BARREIRAS,Carioca,sc 60 kg,"R$ 242,50"
29/12/2021,Feijão,ADUSTINA,Carioca,sc 60 kg,sem cotação
04/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
05/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
06/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
07/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
08/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
12/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
13/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
14/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
15/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
18/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
19/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
20/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
21/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
22/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
25/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
26/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
27/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
28/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
29/01/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
01/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
02/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
03/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
04/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
05/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
08/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
09/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
10/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
11/02/2021,Frango,FEIRA DE SANTANA,Comum,quilo,"R$ 4,25"
